編號	案類	發生(現)日期	發生時段
773	住宅竊盜	1050306	10~12
774	住宅竊盜	1050307	16~18
775	住宅竊盜	1050307	22~24
776	住宅竊盜	1050308	01~03
777	住宅竊盜	1050308	10~12
778	住宅竊盜	1050308	13~15
779	住宅竊盜	1050310	13~15
780	住宅竊盜	1050310	16~18
781	住宅竊盜	1050311	01~03
782	住宅竊盜	1050311	01~03
783	住宅竊盜	1050312	01~03
784	住宅竊盜	1050313	07~09
785	住宅竊盜	1050314	16~18
786	住宅竊盜	1050314	16~18
787	住宅竊盜	1050314	19~21
788	住宅竊盜	1050314	19~21
789	住宅竊盜	1050314	22~24
790	住宅竊盜	1050315	13~15
791	住宅竊盜	1050316	07~09
792	住宅竊盜	1050316	19~21
793	住宅竊盜	1050317	07~09
794	住宅竊盜	1050318	07~09
795	住宅竊盜	1050318	22~24
796	住宅竊盜	1050320	13~15
797	住宅竊盜	1050320	16~18
798	住宅竊盜	1050321	10~12
799	住宅竊盜	1050321	22~24
800	住宅竊盜	1050322	16~18
801	住宅竊盜	1050323	01~03
802	住宅竊盜	1050323	22~24
803	住宅竊盜	1050324	19~21
804	住宅竊盜	1050325	01~03
805	住宅竊盜	1050328	19~21
806	住宅竊盜	1050328	22~24
807	住宅竊盜	1050330	10~12
808	住宅竊盜	1050330	22~24
809	住宅竊盜	1050331	22~24
810	住宅竊盜	1050401	16~18
811	住宅竊盜	1050401	22~24
812	住宅竊盜	1050402	19~21
813	住宅竊盜	1050403	13~15
814	住宅竊盜	1050403	13~15
815	住宅竊盜	1050403	16~18
816	住宅竊盜	1050403	19~21
817	住宅竊盜	1050404	07~09
818	住宅竊盜	1050404	10~12
819	住宅竊盜	1050405	22~24
820	住宅竊盜	1050406	16~18
821	住宅竊盜	1050407	07~09
822	住宅竊盜	1050407	10~12
823	住宅竊盜	1050407	13~15
824	住宅竊盜	1050408	13~15
825	住宅竊盜	1050408	19~21
826	住宅竊盜	1050408	19~21
827	住宅竊盜	1050409	19~21
828	住宅竊盜	1050410	01~03
829	住宅竊盜	1050410	16~18
830	住宅竊盜	1050410	22~24
831	住宅竊盜	1050411	19~21
832	住宅竊盜	1050413	19~21
833	住宅竊盜	1050414	01~03
834	住宅竊盜	1050414	01~03
835	住宅竊盜	1050414	07~09
836	住宅竊盜	1050414	19~21
837	住宅竊盜	1050415	10~12
838	住宅竊盜	1050415	10~12
839	住宅竊盜	1050416	01~03
840	住宅竊盜	1050416	07~09
841	住宅竊盜	1050416	22~24
842	住宅竊盜	1050418	22~24
843	住宅竊盜	1050419	01~03
844	住宅竊盜	1050419	19~21
845	住宅竊盜	1050419	19~21
846	住宅竊盜	1050419	19~21
847	住宅竊盜	1050419	22~24
848	住宅竊盜	1050420	19~21
849	住宅竊盜	1050421	01~03
850	住宅竊盜	1050421	16~18
851	住宅竊盜	1050423	04~06
852	住宅竊盜	1050424	04~06
853	住宅竊盜	1050424	07~09
854	住宅竊盜	1050424	10~12
855	住宅竊盜	1050425	04~06
856	住宅竊盜	1050425	10~12
857	住宅竊盜	1050425	10~12
858	住宅竊盜	1050425	22~24
859	住宅竊盜	1050425	22~24
860	住宅竊盜	1050425	22~24
861	住宅竊盜	1050426	04~06
862	住宅竊盜	1050426	13~15
863	住宅竊盜	1050427	04~06
864	住宅竊盜	1050427	04~06
865	住宅竊盜	1050427	07~09
866	住宅竊盜	1050427	13~15
867	住宅竊盜	1050427	16~18
868	住宅竊盜	1050427	16~18
869	住宅竊盜	1050429	19~21
870	住宅竊盜	1050430	10~12
871	住宅竊盜	1050501	10~12
872	住宅竊盜	1050501	22~24
873	住宅竊盜	1050502	10~12
874	住宅竊盜	1050502	13~15
875	住宅竊盜	1050503	19~21
876	住宅竊盜	1050505	13~15
877	住宅竊盜	1050506	01~03
878	住宅竊盜	1050508	07~09
879	住宅竊盜	1050508	07~09
880	住宅竊盜	1050508	19~21
881	住宅竊盜	1050509	19~21
882	住宅竊盜	1050509	22~24
883	住宅竊盜	1050510	13~15
884	住宅竊盜	1050510	19~21
885	住宅竊盜	1050511	22~24
886	住宅竊盜	1050512	01~03
887	住宅竊盜	1050512	10~12
888	住宅竊盜	1050512	16~18
889	住宅竊盜	1050513	07~09
890	住宅竊盜	1050513	16~18
891	住宅竊盜	1050513	16~18
892	住宅竊盜	1050513	16~18
893	住宅竊盜	1050513	22~24
894	住宅竊盜	1050514	13~15
895	住宅竊盜	1050515	01~03
896	住宅竊盜	1050515	10~12
897	住宅竊盜	1050515	19~21
898	住宅竊盜	1050518	19~21
899	住宅竊盜	1050520	01~03
900	住宅竊盜	1050520	16~18
901	住宅竊盜	1050521	04~06
902	住宅竊盜	1050521	04~06
903	住宅竊盜	1050522	07~09
904	住宅竊盜	1050522	13~15
905	住宅竊盜	1050524	13~15
906	住宅竊盜	1050526	16~18
907	住宅竊盜	1050528	22~24
908	住宅竊盜	1050530	10~12
909	住宅竊盜	1050530	13~15
910	住宅竊盜	1050531	01~03
911	住宅竊盜	1050601	13~15
912	住宅竊盜	1050601	13~15
913	住宅竊盜	1050602	13~15
914	住宅竊盜	1050603	13~15
915	住宅竊盜	1050603	13~15
916	住宅竊盜	1050604	07~09
917	住宅竊盜	1050604	10~12
918	住宅竊盜	1050605	07~09
919	住宅竊盜	1050605	22~24
920	住宅竊盜	1050606	01~03
921	住宅竊盜	1050606	04~06
922	住宅竊盜	1050606	07~09
923	住宅竊盜	1050606	10~12
924	住宅竊盜	1050608	13~15
925	住宅竊盜	1050609	07~09
926	住宅竊盜	1050609	13~15
927	住宅竊盜	1050609	22~24
928	住宅竊盜	1050609	22~24
929	住宅竊盜	1050610	13~15
930	住宅竊盜	1050611	10~12
931	住宅竊盜	1050611	13~15
932	住宅竊盜	1050612	04~06
933	住宅竊盜	1050612	16~18
934	住宅竊盜	1050613	16~18
935	住宅竊盜	1050613	16~18
936	住宅竊盜	1050614	01~03
937	住宅竊盜	1050614	01~03
938	住宅竊盜	1050614	19~21
939	住宅竊盜	1050614	19~21
940	住宅竊盜	1050615	07~09
941	住宅竊盜	1050616	10~12
942	住宅竊盜	1050617	07~09
943	住宅竊盜	1050617	07~09
944	住宅竊盜	1050618	07~09
945	住宅竊盜	1050618	13~15
946	住宅竊盜	1050619	07~09
947	住宅竊盜	1050619	19~21
948	住宅竊盜	1050620	19~21
949	住宅竊盜	1050621	13~15
950	住宅竊盜	1050621	22~24
951	住宅竊盜	1050622	01~03
952	住宅竊盜	1050622	01~03
953	住宅竊盜	1050623	07~09
954	住宅竊盜	1050623	07~09
955	住宅竊盜	1050624	04~06
956	住宅竊盜	1050624	19~21
957	住宅竊盜	1050625	04~06
958	住宅竊盜	1050625	07~09
959	住宅竊盜	1050625	10~12
960	住宅竊盜	1050626	01~03
961	住宅竊盜	1050628	16~18
962	住宅竊盜	1050629	10~12
963	住宅竊盜	1050629	10~12
964	住宅竊盜	1050629	13~15
965	住宅竊盜	1050629	16~18
966	住宅竊盜	1050630	16~18
967	住宅竊盜	1050630	22~24
968	住宅竊盜	1050701	01~03
969	住宅竊盜	1050701	04~06
970	住宅竊盜	1050701	10~12
971	住宅竊盜	1050701	13~15
972	住宅竊盜	1050702	07~09
973	住宅竊盜	1050702	13~15
974	住宅竊盜	1050703	04~06
975	住宅竊盜	1050704	10~12
976	住宅竊盜	1050704	10~12
977	住宅竊盜	1050704	10~12
978	住宅竊盜	1050704	13~15
979	住宅竊盜	1050704	19~21
980	住宅竊盜	1050705	04~06
981	住宅竊盜	1050705	07~09
982	住宅竊盜	1050705	07~09
983	住宅竊盜	1050705	07~09
984	住宅竊盜	1050705	13~15
985	住宅竊盜	1050705	16~18
986	住宅竊盜	1050706	01~03
987	住宅竊盜	1050706	04~06
988	住宅竊盜	1050706	07~09
989	住宅竊盜	1050707	13~15
990	住宅竊盜	1050707	13~15
991	住宅竊盜	1050709	10~12
992	住宅竊盜	1050710	10~12
993	住宅竊盜	1050710	10~12
994	住宅竊盜	1050710	16~18
995	住宅竊盜	1050711	22~24
996	住宅竊盜	1050712	10~12
997	住宅竊盜	1050713	01~03
998	住宅竊盜	1050713	01~03
999	住宅竊盜	1050714	10~12
1000	住宅竊盜	1050715	01~03
1001	住宅竊盜	1050716	22~24
1002	住宅竊盜	1050716	22~24
1003	住宅竊盜	1050717	10~12
1004	住宅竊盜	1050719	22~24
1005	住宅竊盜	1050720	01~03
1006	住宅竊盜	1050720	13~15
1007	住宅竊盜	1050721	10~12
1008	住宅竊盜	1050721	19~21
1009	住宅竊盜	1050722	01~03
1010	住宅竊盜	1050722	07~09
1011	住宅竊盜	1050722	10~12
1012	住宅竊盜	1050722	19~21
1013	住宅竊盜	1050723	22~24
1014	住宅竊盜	1050725	13~15
1015	住宅竊盜	1050726	19~21
1016	住宅竊盜	1050727	01~03
1017	住宅竊盜	1050727	01~03
1018	住宅竊盜	1050727	16~18
1019	住宅竊盜	1050728	07~09
1020	住宅竊盜	1050728	22~24
1021	住宅竊盜	1050729	01~03
1022	住宅竊盜	1050731	01~03
1023	住宅竊盜	1050731	22~24
1024	住宅竊盜	1050731	22~24
1025	住宅竊盜	1050801	10~12
1026	住宅竊盜	1050801	16~18
1027	住宅竊盜	1050801	22~24
1028	住宅竊盜	1050801	22~24
1029	住宅竊盜	1050802	04~06
1030	住宅竊盜	1050802	04~06
1031	住宅竊盜	1050805	04~06
1032	住宅竊盜	1050805	16~18
1033	住宅竊盜	1050808	04~06
1034	住宅竊盜	1050808	16~18
1035	住宅竊盜	1050808	16~18
1036	住宅竊盜	1050808	16~18
1037	住宅竊盜	1050809	07~09
1038	住宅竊盜	1050809	13~15
1039	住宅竊盜	1050809	19~21
1040	住宅竊盜	1050810	13~15
1041	住宅竊盜	1050810	16~18
1042	住宅竊盜	1050810	16~18
1043	住宅竊盜	1050810	19~21
1044	住宅竊盜	1050811	04~06
1045	住宅竊盜	1050812	13~15
1046	住宅竊盜	1050813	22~24
1047	住宅竊盜	1050814	10~12
1048	住宅竊盜	1050815	10~12
1049	住宅竊盜	1050816	13~15
1050	住宅竊盜	1050817	04~06
1051	住宅竊盜	1050817	16~18
1052	住宅竊盜	1050818	13~15
1053	住宅竊盜	1050818	16~18
1054	住宅竊盜	1050819	01~03
1055	住宅竊盜	1050819	07~09
1056	住宅竊盜	1050819	19~21
1057	住宅竊盜	1050820	01~03
1058	住宅竊盜	1050821	16~18
1059	住宅竊盜	1050822	01~03
1060	住宅竊盜	1050822	13~15
1061	住宅竊盜	1050822	13~15
1062	住宅竊盜	1050823	07~09
1063	住宅竊盜	1050824	01~03
1064	住宅竊盜	1050824	04~06
1065	住宅竊盜	1050824	13~15
1066	住宅竊盜	1050826	04~06
1067	住宅竊盜	1050826	07~09
1068	住宅竊盜	1050826	19~21
1069	住宅竊盜	1050827	04~06
1070	住宅竊盜	1050827	22~24
1071	住宅竊盜	1050828	01~03
1072	住宅竊盜	1050828	07~09
1073	住宅竊盜	1050828	10~12
1074	住宅竊盜	1050829	04~06
1075	住宅竊盜	1050829	19~21
1076	住宅竊盜	1050829	22~24
1077	住宅竊盜	1050829	22~24
1078	住宅竊盜	1050830	10~12
1079	住宅竊盜	1050830	13~15
1080	住宅竊盜	1050831	13~15
1081	住宅竊盜	1050901	01~03
1082	住宅竊盜	1050901	07~09
1083	住宅竊盜	1050901	07~09
1084	住宅竊盜	1050901	13~15
1085	住宅竊盜	1050902	07~09
1086	住宅竊盜	1050902	07~09
1087	住宅竊盜	1050902	19~21
1088	住宅竊盜	1050903	01~03
1089	住宅竊盜	1050903	10~12
1090	住宅竊盜	1050904	10~12
1091	住宅竊盜	1050906	01~03
1092	住宅竊盜	1050906	13~15
1093	住宅竊盜	1050908	10~12
1094	住宅竊盜	1050909	01~03
1095	住宅竊盜	1050910	01~03
1096	住宅竊盜	1050912	22~24
1097	住宅竊盜	1050913	19~21
1098	住宅竊盜	1050914	07~09
1099	住宅竊盜	1050914	10~12
1100	住宅竊盜	1050914	19~21
1101	住宅竊盜	1050915	16~18
1102	住宅竊盜	1050917	19~21
1103	住宅竊盜	1050918	04~06
1104	住宅竊盜	1050918	10~12
1105	住宅竊盜	1050918	22~24
1106	住宅竊盜	1050919	04~06
1107	住宅竊盜	1050919	07~09
1108	住宅竊盜	1050919	13~15
1109	住宅竊盜	1050919	16~18
1110	住宅竊盜	1050920	01~03
1111	住宅竊盜	1050920	16~18
1112	住宅竊盜	1050920	19~21
1113	住宅竊盜	1050920	22~24
1114	住宅竊盜	1050921	01~03
1115	住宅竊盜	1050922	13~15
1116	住宅竊盜	1050922	22~24
1117	住宅竊盜	1050923	01~03
1118	住宅竊盜	1050923	01~03
1119	住宅竊盜	1050923	10~12
1120	住宅竊盜	1050924	07~09
1121	住宅竊盜	1050924	13~15
1122	住宅竊盜	1050925	10~12
1123	住宅竊盜	1050925	16~18
1124	住宅竊盜	1050925	19~21
1125	住宅竊盜	1050928	10~12
1126	住宅竊盜	1050928	10~12
1127	住宅竊盜	1050929	10~12
1128	住宅竊盜	1050930	16~18
1129	住宅竊盜	1051001	04~06
1130	住宅竊盜	1051001	19~21
1131	住宅竊盜	1051002	07~09
1132	住宅竊盜	1051002	07~09
1133	住宅竊盜	1051004	13~15
1134	住宅竊盜	1051004	16~18
1135	住宅竊盜	1051005	04~06
1136	住宅竊盜	1051006	01~03
1137	住宅竊盜	1051006	04~06
1138	住宅竊盜	1051006	22~24
1139	住宅竊盜	1051007	04~06
1140	住宅竊盜	1051007	10~12
1141	住宅竊盜	1051007	10~12
1142	住宅竊盜	1051007	13~15
1143	住宅竊盜	1051007	22~24
1144	住宅竊盜	1051008	13~15
1145	住宅竊盜	1051009	04~06
1146	住宅竊盜	1051009	07~09
1147	住宅竊盜	1051009	16~18
1148	住宅竊盜	1051011	07~09
1149	住宅竊盜	1051011	07~09
1150	住宅竊盜	1051011	10~12
1151	住宅竊盜	1051012	10~12
1152	住宅竊盜	1051014	07~09
1153	住宅竊盜	1051015	10~12
1154	住宅竊盜	1051015	13~15
1155	住宅竊盜	1051015	22~24
1156	住宅竊盜	1051016	13~15
1157	住宅竊盜	1051016	22~24
1158	住宅竊盜	1051017	07~09
1159	住宅竊盜	1051017	10~12
1160	住宅竊盜	1051017	13~15
1161	住宅竊盜	1051018	01~03
1162	住宅竊盜	1051018	10~12
1163	住宅竊盜	1051018	19~21
1164	住宅竊盜	1051018	22~24
1165	住宅竊盜	1051018	22~24
1166	住宅竊盜	1051019	01~03
1167	住宅竊盜	1051020	16~18
1168	住宅竊盜	1051020	22~24
1169	住宅竊盜	1051021	10~12
1170	住宅竊盜	1051021	10~12
1171	住宅竊盜	1051022	22~24
1172	住宅竊盜	1051023	01~03
1173	住宅竊盜	1051023	07~09
1174	住宅竊盜	1051023	10~12
1175	住宅竊盜	1051024	13~15
1176	住宅竊盜	1051024	13~15
1177	住宅竊盜	1051024	19~21
1178	住宅竊盜	1051025	16~18
1179	住宅竊盜	1051026	13~15
1180	住宅竊盜	1051026	13~15
1181	住宅竊盜	1051027	01~03
1182	住宅竊盜	1051027	22~24
1183	住宅竊盜	1051028	04~06
1184	住宅竊盜	1051028	10~12
1185	住宅竊盜	1051028	10~12
1186	住宅竊盜	1051029	10~12
1187	住宅竊盜	1051029	16~18
1188	住宅竊盜	1051029	19~21
1189	住宅竊盜	1051030	13~15
1190	住宅竊盜	1051031	01~03
1191	住宅竊盜	1051031	07~09
1192	住宅竊盜	1051031	10~12
1193	住宅竊盜	1051031	10~12
1194	住宅竊盜	1051101	07~09
1195	住宅竊盜	1051101	10~12
1196	住宅竊盜	1051101	10~12
1197	住宅竊盜	1051101	22~24
1198	住宅竊盜	1051103	22~24
1199	住宅竊盜	1051104	10~12
1200	住宅竊盜	1051104	22~24
1201	住宅竊盜	1051105	04~06
1202	住宅竊盜	1051105	10~12
1203	住宅竊盜	1051106	07~09
1204	住宅竊盜	1051106	10~12
1205	住宅竊盜	1051106	13~15
1206	住宅竊盜	1051107	16~18
1207	住宅竊盜	1051107	19~21
1208	住宅竊盜	1051108	16~18
1209	住宅竊盜	1051110	04~06
1210	住宅竊盜	1051110	07~09
1211	住宅竊盜	1051110	10~12
1212	住宅竊盜	1051110	13~15
1213	住宅竊盜	1051110	22~24
1214	住宅竊盜	1051111	19~21
1215	住宅竊盜	1051111	22~24
1216	住宅竊盜	1051112	01~03
1217	住宅竊盜	1051113	10~12
1218	住宅竊盜	1051113	10~12
1219	住宅竊盜	1051113	13~15
1220	住宅竊盜	1051114	10~12
1221	住宅竊盜	1051115	13~15
1222	住宅竊盜	1051116	16~18
1223	住宅竊盜	1051118	10~12
1224	住宅竊盜	1051118	19~21
1225	住宅竊盜	1051119	19~21
1226	住宅竊盜	1051120	07~09
1227	住宅竊盜	1051121	10~12
1228	住宅竊盜	1051121	16~18
1229	住宅竊盜	1051121	19~21
1230	住宅竊盜	1051122	04~06
1231	住宅竊盜	1051122	07~09
1232	住宅竊盜	1051122	16~18
1233	住宅竊盜	1051122	22~24
1234	住宅竊盜	1051123	16~18
1235	住宅竊盜	1051123	22~24
1236	住宅竊盜	1051124	07~09
1237	住宅竊盜	1051124	10~12
1238	住宅竊盜	1051124	13~15
1239	住宅竊盜	1051125	01~03
1240	住宅竊盜	1051125	13~15
1241	住宅竊盜	1051125	16~18
1242	住宅竊盜	1051126	16~18
1243	住宅竊盜	1051127	07~09
1244	住宅竊盜	1051127	10~12
1245	住宅竊盜	1051128	07~09
1246	住宅竊盜	1051128	10~12
1247	住宅竊盜	1051128	16~18
1248	住宅竊盜	1051128	19~21
1249	住宅竊盜	1051129	04~06
1250	住宅竊盜	1051129	19~21
1251	住宅竊盜	1051130	22~24
1252	住宅竊盜	1051201	04~06
1253	住宅竊盜	1051201	07~09
1254	住宅竊盜	1051202	16~18
1255	住宅竊盜	1051203	13~15
1256	住宅竊盜	1051204	04~06
1257	住宅竊盜	1051204	07~09
1258	住宅竊盜	1051205	19~21
1259	住宅竊盜	1051206	01~03
1260	住宅竊盜	1051206	13~15
1261	住宅竊盜	1051206	19~21
1262	住宅竊盜	1051207	10~12
1263	住宅竊盜	1051207	13~15
1264	住宅竊盜	1051209	10~12
1265	住宅竊盜	1051210	10~12
1266	住宅竊盜	1051214	13~15
1267	住宅竊盜	1051215	13~15
1268	住宅竊盜	1051215	13~15
1269	住宅竊盜	1051216	16~18
1270	住宅竊盜	1051216	16~18
1271	住宅竊盜	1051216	22~24
1272	住宅竊盜	1051216	22~24
1273	住宅竊盜	1051217	07~09
1274	住宅竊盜	1051217	22~24
1275	住宅竊盜	1051217	22~24
1276	住宅竊盜	1051220	04~06
1277	住宅竊盜	1051220	16~18
1278	住宅竊盜	1051220	19~21
1279	住宅竊盜	1051220	22~24
1280	住宅竊盜	1051222	16~18
1281	住宅竊盜	1051222	19~21
1282	住宅竊盜	1051223	13~15
1283	住宅竊盜	1051224	01~03
1284	住宅竊盜	1051224	13~15
1285	住宅竊盜	1051224	19~21
1286	住宅竊盜	1051225	10~12
1287	住宅竊盜	1051225	10~12
1288	住宅竊盜	1051226	01~03
1289	住宅竊盜	1051226	01~03
1290	住宅竊盜	1051226	07~09
1291	住宅竊盜	1051226	19~21
1292	住宅竊盜	1051227	13~15
1293	住宅竊盜	1051228	10~12
1294	住宅竊盜	1051229	10~12
1295	住宅竊盜	1051229	22~24
1296	住宅竊盜	1051230	01~03
1297	住宅竊盜	1051231	19~21
1298	住宅竊盜	1060101	10~12
1299	住宅竊盜	1060101	13~15
1300	住宅竊盜	1060101	13~15
1301	住宅竊盜	1060101	22~24
1302	住宅竊盜	1060101	22~24
1303	住宅竊盜	1060101	22~24
1304	住宅竊盜	1060101	22~24
1305	住宅竊盜	1060102	04~06
1306	住宅竊盜	1060104	07~09
1307	住宅竊盜	1060105	16~18
1308	住宅竊盜	1060105	16~18
1309	住宅竊盜	1060105	19~21
1310	住宅竊盜	1060105	22~24
1311	住宅竊盜	1060106	13~15
1312	住宅竊盜	1060107	13~15
1313	住宅竊盜	1060107	19~21
1314	住宅竊盜	1060109	10~12
1315	住宅竊盜	1060109	16~18
1316	住宅竊盜	1060110	04~06
1317	住宅竊盜	1060112	04~06
1318	住宅竊盜	1060113	13~15
1319	住宅竊盜	1060114	22~24
1320	住宅竊盜	1060115	13~15
1321	住宅竊盜	1060116	10~12
1322	住宅竊盜	1060116	13~15
1323	住宅竊盜	1060116	16~18
1324	住宅竊盜	1060117	01~03
1325	住宅竊盜	1060117	07~09
1326	住宅竊盜	1060117	07~09
1327	住宅竊盜	1060117	16~18
1328	住宅竊盜	1060118	13~15
1329	住宅竊盜	1060120	22~24
1330	住宅竊盜	1060121	04~06
1331	住宅竊盜	1060121	07~09
1332	住宅竊盜	1060122	01~03
1333	住宅竊盜	1060122	19~21
1334	住宅竊盜	1060122	19~21
1335	住宅竊盜	1060123	13~15
1336	住宅竊盜	1060125	22~24
1337	住宅竊盜	1060126	01~03
1338	住宅竊盜	1060126	19~21
1339	住宅竊盜	1060126	19~21
1340	住宅竊盜	1060127	04~06
1341	住宅竊盜	1060127	04~06
1342	住宅竊盜	1060127	10~12
1343	住宅竊盜	1060127	13~15
1344	住宅竊盜	1060127	22~24
1345	住宅竊盜	1060128	01~03
1346	住宅竊盜	1060128	01~03
1347	住宅竊盜	1060128	16~18
1348	住宅竊盜	1060129	16~18
1349	住宅竊盜	1060130	16~18
1350	住宅竊盜	1060202	07~09
1351	住宅竊盜	1060202	10~12
1352	住宅竊盜	1060202	13~15
1353	住宅竊盜	1060202	22~24
1354	住宅竊盜	1060203	13~15
1355	住宅竊盜	1060203	22~24
1356	住宅竊盜	1060205	13~15
1357	住宅竊盜	1060207	04~06
1358	住宅竊盜	1060207	16~18
1359	住宅竊盜	1060207	19~21
1360	住宅竊盜	1060208	07~09
1361	住宅竊盜	1060208	07~09
1362	住宅竊盜	1060208	07~09
1363	住宅竊盜	1060208	07~09
1364	住宅竊盜	1060208	19~21
1365	住宅竊盜	1060209	04~06
1366	住宅竊盜	1060209	16~18
1367	住宅竊盜	1060210	07~09
1368	住宅竊盜	1060210	07~09
1369	住宅竊盜	1060211	10~12
1370	住宅竊盜	1060212	19~21
1371	住宅竊盜	1060213	13~15
1372	住宅竊盜	1060214	19~21
1373	住宅竊盜	1060216	07~09
1374	住宅竊盜	1060216	16~18
1375	住宅竊盜	1060219	01~03
1376	住宅竊盜	1060220	01~03
1377	住宅竊盜	1060221	07~09
1378	住宅竊盜	1060221	19~21
1379	住宅竊盜	1060221	19~21
1380	住宅竊盜	1060222	13~15
1381	住宅竊盜	1060222	13~15
1382	住宅竊盜	1060222	19~21
1383	住宅竊盜	1060222	22~24
1384	住宅竊盜	1060223	19~21
1385	住宅竊盜	1060224	16~18
1386	住宅竊盜	1060224	22~24
1387	住宅竊盜	1060224	22~24
1388	住宅竊盜	1060225	10~12
1389	住宅竊盜	1060225	16~18
1390	住宅竊盜	1060226	10~12
1391	住宅竊盜	1060227	19~21
1392	住宅竊盜	1060228	22~24
1393	住宅竊盜	1060301	10~12
1394	住宅竊盜	1060301	10~12
1395	住宅竊盜	1060301	13~15
1396	住宅竊盜	1060301	22~24
1397	住宅竊盜	1060302	01~03
1398	住宅竊盜	1060303	16~18
1399	住宅竊盜	1060303	16~18
1400	住宅竊盜	1060304	22~24
1401	住宅竊盜	1060306	19~21
1402	住宅竊盜	1060309	19~21
1403	住宅竊盜	1060312	01~03
1404	住宅竊盜	1060312	13~15
1405	住宅竊盜	1060313	10~12
1406	住宅竊盜	1060313	19~21
1407	住宅竊盜	1060314	10~12
1408	住宅竊盜	1060315	07~09
1409	住宅竊盜	1060315	10~12
1410	住宅竊盜	1060315	19~21
1411	住宅竊盜	1060316	10~12
1412	住宅竊盜	1060316	19~21
1413	住宅竊盜	1060317	10~12
1414	住宅竊盜	1060318	10~12
1415	住宅竊盜	1060319	07~09
1416	住宅竊盜	1060320	04~06
1417	住宅竊盜	1060320	10~12
1418	住宅竊盜	1060320	19~21
1419	住宅竊盜	1060321	01~03
1420	住宅竊盜	1060321	10~12
1421	住宅竊盜	1060321	19~21
1422	住宅竊盜	1060321	22~24
1423	住宅竊盜	1060322	10~12
1424	住宅竊盜	1060322	10~12
1425	住宅竊盜	1060323	07~09
1426	住宅竊盜	1060324	10~12
1427	住宅竊盜	1060324	16~18
1428	住宅竊盜	1060325	07~09
1429	住宅竊盜	1060326	07~09
1430	住宅竊盜	1060326	10~12
1431	住宅竊盜	1060326	22~24
1432	住宅竊盜	1060327	13~15
1433	住宅竊盜	1060327	16~18
1434	住宅竊盜	1060328	07~09
1435	住宅竊盜	1060328	10~12
1436	住宅竊盜	1060329	13~15
1437	住宅竊盜	1060330	19~21
1438	住宅竊盜	1060330	19~21
1439	住宅竊盜	1060330	19~21
1440	住宅竊盜	1060331	19~21
1441	住宅竊盜	1060401	04~06
1442	住宅竊盜	1060401	22~24
1443	住宅竊盜	1060404	04~06
1444	住宅竊盜	1060405	04~06
1445	住宅竊盜	1060405	10~12
1446	住宅竊盜	1060406	10~12
1447	住宅竊盜	1060406	13~15
1448	住宅竊盜	1060409	07~09
1449	住宅竊盜	1060409	16~18
1450	住宅竊盜	1060410	07~09
1451	住宅竊盜	1060411	22~24
1452	住宅竊盜	1060412	04~06
1453	住宅竊盜	1060413	16~18
1454	住宅竊盜	1060413	16~18
1455	住宅竊盜	1060414	22~24
1456	住宅竊盜	1060415	10~12
1457	住宅竊盜	1060416	22~24
1458	住宅竊盜	1060417	01~03
1459	住宅竊盜	1060417	13~15
1460	住宅竊盜	1060417	13~15
1461	住宅竊盜	1060418	01~03
1462	住宅竊盜	1060418	07~09
1463	住宅竊盜	1060418	16~18
1464	住宅竊盜	1060418	22~24
1465	住宅竊盜	1060419	16~18
1466	住宅竊盜	1060420	07~09
1467	住宅竊盜	1060420	10~12
1468	住宅竊盜	1060420	16~18
1469	住宅竊盜	1060420	22~24
1470	住宅竊盜	1060421	16~18
1471	住宅竊盜	1060421	16~18
1472	住宅竊盜	1060422	07~09
1473	住宅竊盜	1060422	13~15
1474	住宅竊盜	1060422	19~21
1475	住宅竊盜	1060422	22~24
1476	住宅竊盜	1060423	16~18
1477	住宅竊盜	1060425	01~03
1478	住宅竊盜	1060425	01~03
1479	住宅竊盜	1060425	04~06
1480	住宅竊盜	1060425	19~21
1481	住宅竊盜	1060425	19~21
1482	住宅竊盜	1060426	04~06
1483	住宅竊盜	1060426	10~12
1484	住宅竊盜	1060427	01~03
1485	住宅竊盜	1060427	10~12
1486	住宅竊盜	1060427	13~15
1487	住宅竊盜	1060427	19~21
1488	住宅竊盜	1060429	01~03
1489	住宅竊盜	1060429	04~06
1490	住宅竊盜	1060501	04~06
1491	住宅竊盜	1060501	22~24
1492	住宅竊盜	1060501	22~24
1493	住宅竊盜	1060502	04~06
1494	住宅竊盜	1060502	10~12
1495	住宅竊盜	1060502	13~15
1496	住宅竊盜	1060503	04~06
1497	住宅竊盜	1060503	10~12
1498	住宅竊盜	1060503	22~24
1499	住宅竊盜	1060503	22~24
1500	住宅竊盜	1060504	16~18
1501	住宅竊盜	1060504	19~21
1502	住宅竊盜	1060504	19~21
1503	住宅竊盜	1060505	01~03
1504	住宅竊盜	1060506	13~15
1505	住宅竊盜	1060508	10~12
1506	住宅竊盜	1060508	22~24
1507	住宅竊盜	1060509	10~12
1508	住宅竊盜	1060509	13~15
1509	住宅竊盜	1060510	07~09
1510	住宅竊盜	1060510	19~21
1511	住宅竊盜	1060511	10~12
1512	住宅竊盜	1060511	13~15
1513	住宅竊盜	1060512	01~03
1514	住宅竊盜	1060512	01~03
1515	住宅竊盜	1060513	13~15
1516	住宅竊盜	1060515	04~06
1517	住宅竊盜	1060515	16~18
1518	住宅竊盜	1060515	19~21
1519	住宅竊盜	1060516	13~15
